osm_node_id,lat,lon,node_type
osm_node_25.5214179_91.4644897,25.5214179,91.4644897,osm_network_node
osm_node_25.5213862_91.4646489,25.5213862,91.4646489,osm_network_node
osm_node_25.5213452_91.4647377,25.5213452,91.4647377,osm_network_node
osm_node_25.5211811_91.4649568,25.5211811,91.4649568,osm_network_node
osm_node_25.5211009_91.4651325,25.5211009,91.4651325,osm_network_node
osm_node_25.5207372_91.4660046,25.5207372,91.4660046,osm_network_node
osm_node_25.5206512_91.4664713,25.5206512,91.4664713,osm_network_node
osm_node_25.5206655_91.4670974,25.5206655,91.4670974,osm_network_node
osm_node_25.5206179_91.4674537,25.5206179,91.4674537,osm_network_node
osm_node_25.5204925_91.4677668,25.5204925,91.4677668,osm_network_node
osm_node_25.5203733_91.468042,25.5203733,91.468042,osm_network_node
osm_node_25.5201237_91.4685692,25.5201237,91.4685692,osm_network_node
osm_node_25.5199782_91.4689102,25.5199782,91.4689102,osm_network_node
osm_node_25.519857_91.4691086,25.519857,91.4691086,osm_network_node
osm_node_25.5197115_91.4692016,25.5197115,91.4692016,osm_network_node
osm_node_25.5195194_91.4692636,25.5195194,91.4692636,osm_network_node
osm_node_25.5193105_91.4692822,25.5193105,91.4692822,osm_network_node
osm_node_25.5190457_91.4693855,25.5190457,91.4693855,osm_network_node
osm_node_25.5186093_91.4696645,25.5186093,91.4696645,osm_network_node
osm_node_25.5184433_91.469836,25.5184433,91.469836,osm_network_node
osm_node_25.5181766_91.4701005,25.5181766,91.4701005,osm_network_node
osm_node_25.5177794_91.4703609,25.5177794,91.4703609,osm_network_node
osm_node_25.5175089_91.4705201,25.5175089,91.4705201,osm_network_node
osm_node_25.5173113_91.4707081,25.5173113,91.4707081,osm_network_node
osm_node_25.5171117_91.4710904,25.5171117,91.4710904,osm_network_node
osm_node_25.5168997_91.4714882,25.5168997,91.4714882,osm_network_node
osm_node_25.5167469_91.4718203,25.5167469,91.4718203,osm_network_node
osm_node_25.5167176_91.4720417,25.5167176,91.4720417,osm_network_node
osm_node_25.5167058_91.4724388,25.5167058,91.4724388,osm_network_node
osm_node_25.5167058_91.4725095,25.5167058,91.4725095,osm_network_node
osm_node_25.5167058_91.4727904,25.5167058,91.4727904,osm_network_node
osm_node_25.5167119_91.4728357,25.5167119,91.4728357,osm_network_node
osm_node_25.5167411_91.4730508,25.5167411,91.4730508,osm_network_node
osm_node_25.5168263_91.4734577,25.5168263,91.4734577,osm_network_node
osm_node_25.5169585_91.4739558,25.5169585,91.4739558,osm_network_node
osm_node_25.5170701_91.4743627,25.5170701,91.4743627,osm_network_node
osm_node_25.51712_91.4748445,25.51712,91.4748445,osm_network_node
osm_node_25.5170965_91.475131,25.5170965,91.475131,osm_network_node
osm_node_25.517029_91.4752547,25.517029,91.4752547,osm_network_node
osm_node_25.5169291_91.4753719,25.5169291,91.4753719,osm_network_node
osm_node_25.5168086_91.4755574,25.5168086,91.4755574,osm_network_node
osm_node_25.5167675_91.4757885,25.5167675,91.4757885,osm_network_node
osm_node_25.5168263_91.4760945,25.5168263,91.4760945,osm_network_node
osm_node_25.5168703_91.476407,25.5168703,91.476407,osm_network_node
osm_node_25.5168527_91.4765926,25.5168527,91.4765926,osm_network_node
osm_node_25.5168527_91.4767,25.5168527,91.4767,osm_network_node
osm_node_25.516744_91.4773055,25.516744,91.4773055,osm_network_node
osm_node_25.5167146_91.477758,25.5167146,91.477758,osm_network_node
osm_node_25.5167264_91.4781487,25.5167264,91.4781487,osm_network_node
osm_node_25.5167205_91.4787704,25.5167205,91.4787704,osm_network_node
osm_node_25.5166353_91.4799228,25.5166353,91.4799228,osm_network_node
osm_node_25.5165912_91.4805348,25.5165912,91.4805348,osm_network_node
osm_node_25.5165854_91.4813063,25.5165854,91.4813063,osm_network_node
osm_node_25.516603_91.4815895,25.516603,91.4815895,osm_network_node
osm_node_25.5166676_91.4818434,25.5166676,91.4818434,osm_network_node
osm_node_25.516841_91.4822829,25.516841,91.4822829,osm_network_node
osm_node_25.5169732_91.4824913,25.5169732,91.4824913,osm_network_node
osm_node_25.5171553_91.4826247,25.5171553,91.4826247,osm_network_node
osm_node_25.5173404_91.4826996,25.5173404,91.4826996,osm_network_node
osm_node_25.5176753_91.4828005,25.5176753,91.4828005,osm_network_node
osm_node_25.5178427_91.4828852,25.5178427,91.4828852,osm_network_node
osm_node_25.5182958_91.4828628,25.5182958,91.4828628,osm_network_node
osm_node_25.5184417_91.4828512,25.5184417,91.4828512,osm_network_node
osm_node_25.5184913_91.4828727,25.5184913,91.4828727,osm_network_node
osm_node_25.5185179_91.482933,25.5185179,91.482933,osm_network_node
osm_node_25.5185337_91.4831462,25.5185337,91.4831462,osm_network_node
osm_node_25.5185264_91.4834386,25.5185264,91.4834386,osm_network_node
osm_node_25.518539_91.4838194,25.518539,91.4838194,osm_network_node
osm_node_25.5186095_91.4841222,25.5186095,91.4841222,osm_network_node
osm_node_25.5187476_91.4844217,25.5187476,91.4844217,osm_network_node
osm_node_25.5188533_91.484949,25.5188533,91.484949,osm_network_node
osm_node_25.5188768_91.4852648,25.5188768,91.4852648,osm_network_node
osm_node_25.5189532_91.4854992,25.5189532,91.4854992,osm_network_node
osm_node_25.5192059_91.4858475,25.5192059,91.4858475,osm_network_node
osm_node_25.5194115_91.4861437,25.5194115,91.4861437,osm_network_node
osm_node_25.5194908_91.4863228,25.5194908,91.4863228,osm_network_node
osm_node_25.5195466_91.4865181,25.5195466,91.4865181,osm_network_node
osm_node_25.5196113_91.4868241,25.5196113,91.4868241,osm_network_node
osm_node_25.519673_91.4870259,25.519673,91.4870259,osm_network_node
osm_node_25.519764_91.4871008,25.519764,91.4871008,osm_network_node
osm_node_25.5198551_91.4871334,25.5198551,91.4871334,osm_network_node
osm_node_25.5200412_91.4871585,25.5200412,91.4871585,osm_network_node
osm_node_25.5201576_91.4872667,25.5201576,91.4872667,osm_network_node
osm_node_25.5202386_91.487391,25.5202386,91.487391,osm_network_node
osm_node_25.5202718_91.4875683,25.5202718,91.4875683,osm_network_node
osm_node_25.5202739_91.4877824,25.5202739,91.4877824,osm_network_node
